year,quarter,course_id,instructor_name,subject,subject_number,response_rate,num_enrolled,num_responses,class_name,overall_avg,overall_std_dev,difficulty_avg,difficulty_med,difficulty_std_dev,zero_one,two_three,four_five,six_seven,eight_ten,eleven_fourteen,fifteen_plus
2017,Winter,46694,Kevin Mccandless,MATH,31,93.8,32,30,Calculus for Business II,3.7,1.1,4.1,4.0,0.8,3.3,26.7,36.7,30,3.3,0,0
2017,Winter,46864,Birgit Koopmann-holm,PSYC,160,81.8,33,27,Personality,4.7,0.6,3.3,4,0.9,3.7,44.4,22.2,25.9,3.7,0,0
2017,Winter,46125,Jasmin Llamas,CPSY,218,73.9,23,17,Foundations Psychother&Person,4.2,1.3,3.6,3.5,0.6,5.9,17.6,41.2,11.8,17.6,0,5.9
2017,Winter,47549,Andrew Garavel,ENGL,161,80.0,15,12,The Bible as Literature,4.2,1.1,3.0,3.0,1.0,0,25,58.3,8.3,8.3,0,0
2017,Winter,46657,Maria Bertola,ITAL,2,100.0,15,15,Elementary Italian II,4.1,1.3,4.0,5.0,1.4,0,26.7,60,13.3,0,0,0
2017,Winter,47207,Ismail Araci,BIOE,100,82.4,17,14,BIOE Research Seminar,4.4,0.8,4.6,5.0,0.6,92.9,0,7.1,0,0,0,0
2017,Winter,47561,Ann Drevno,ENVS,155,83.3,24,20,Environmental & Food Justice,4.5,0.7,2.9,3.0,1.0,0,40,60,0,0,0,0
2017,Winter,47575,David Skinner,HIST,105,75.0,16,12,Modern World History,4.5,0.7,4.5,5.0,0.7,0,25,50,25,0,0,0
2017,Winter,47213,Ismail Araci,BIOE,174,86.4,22,19,Microfabrication & Microfluid,4.4,0.7,3.8,4.0,0.8,5.3,36.8,36.8,15.8,5.3,0,0
2017,Winter,46092,Patricia Serviss,ENGL,2A,100.0,15,15,Critical Thinking & Writing II,4.3,0.9,3.5,3.0,0.8,0,20,53.3,13.3,6.7,6.7,0
2017,Winter,46938,Kayce Davis,SPAN,3,93.3,15,14,Elementary Spanish III,4.7,0.6,4.6,5.0,0.6,0,57.1,42.9,0,0,0,0
2017,Winter,46086,Maura Tarnoff,ENGL,2A,72.2,18,13,Critical Thinking & Writing II,4,1.2,3.2,3.0,0.6,0,33.3,66.7,0,0,0,0
2017,Winter,46910,Laura Robinson,SOCI,49,66.7,27,18,"Computers, Internet & Society",3.9,1.3,2.8,3.0,1.3,0,27.8,44.4,22.2,5.6,0,0
2017,Winter,46051,Robin Tremblay-mcgaw,ENGL,12A,85.7,21,18,Cultures and Ideas II,4.2,1.1,3.7,4.0,0.7,5.6,11.1,55.6,22.2,5.6,0,0
2017,Winter,46737,Kristen Strom,MUSC,146,100.0,1,1,Jazz Combo Workshop,5,0,5.0,5.0,0.0,0,0,0,0,100,0,0
2017,Winter,47429,Keith Warner,HNRS,20S,83.3,12,10,Difficult Dialogues,4.2,0.8,3.6,3.0,0.8,0,0,40,20,20,20,0
2017,Winter,46723,Ray Furuta,MUSC,16,76.9,26,20,Music at Noon,3.9,1.2,4.6,5.0,0.7,95,0,0,5,0,0,0
2017,Winter,46045,Hannah Sigur,ARTH,12A,68.0,25,17,Cultures and Ideas II,3.7,1.3,3.3,3.0,1.4,23.5,47.1,29.4,0,0,0,0
2017,Winter,47401,Michael Taylor,MECH,141,73.5,34,25,Mechanical Vibrations,4.5,0.7,4.6,5.0,0.7,0,16,56,20,4,4,0
2017,Winter,46079,Maria Judnick,ENGL,2A,82.4,17,14,Critical Thinking & Writing II,4.4,1.1,3.6,4.0,0.8,0,57.1,14.3,28.6,0,0,0
2017,Winter,47830,Ye Cai,FNCE,121,74.1,27,20,Financial Management,4.6,0.5,4.9,5.0,0.4,0,65,30,5,0,0,0
2017,Winter,46290,Julie Hughes,ARTS,30,78.9,19,15,Basic Drawing,4.2,0.9,4.1,4.0,0.9,0,33.3,33.3,13.3,20,0,0
2017,Winter,46284,Elijah Reynolds,ARAB,22,100.0,5,5,Intermediate Arabic II,4.8,0.4,5.0,5.0,0.0,0,0,60,40,0,0,0
2017,Winter,47824,Gary Macy,PMIN,297,75.0,8,6,Sacraments and Liturgy,4.9,0.3,4.8,5.0,0.4,16.7,16.7,66.7,0,0,0,0
2017,Winter,47818,William Dohar,SPIR,260,77.8,9,7,Art of Spiritual Direction,4.8,0.4,3.4,3.0,0.8,0,0,57.1,28.6,14.3,0,0
2017,Winter,46535,Michael Bannister,CSCI,10,72.7,33,24,Intro to Computer Science,4.6,0.8,3.9,4.0,0.8,0,41.7,37.5,16.7,4.2,0,0
2017,Winter,46247,Pedro Hernandez-ramos,EDUC,281,76.9,13,10,Sec Teach & Accountability II,4,1.1,2.7,3.0,1.1,80,10,0,10,0,0,0
2017,Winter,47159,Wei Shi,MKTG,181,76.9,26,20,Principles of Marketing,4.2,0.9,4.5,5.0,0.7,45,40,10,5,0,0,0
2017,Winter,46521,Hsin-i Cheng,COMM,189A,70.6,17,12,"Comm,Citizenship,Globalization",4.3,0.9,3.8,4.0,0.8,0,16.7,66.7,8.3,8.3,0,0
2017,Winter,48524,Yasin Ceran,MSIS,2646,100.0,6,6,Capstone Design Project I,4.5,0.5,4.7,5.0,0.5,0,0,0,33.3,0,50,16.7
2017,Winter,47617,William Parent,PHIL,145,78.6,14,11,Wittgenstein,4.4,0.8,4.4,5.0,0.8,27.3,36.4,18.2,9.1,9.1,0,0
2017,Winter,46509,Lisa Davis,COMM,40,92.3,13,12,Introduction to Journalism,4.6,0.5,4.7,5.0,0.5,0,33.3,50,8.3,8.3,0,0
2017,Winter,48242,Michelle Stecker,SOCI,60,68.2,22,15,Intro/Social Entrepreneurship,4.6,0.8,2.7,2.0,1.0,13.3,66.7,20,0,0,0,0
2017,Winter,47171,Manoochehr Ghiassi,OMIS,137,77.3,22,17,Object-Oriented Programming,3.7,1.1,4.6,5.0,0.6,0,23.5,17.6,35.3,17.6,5.9,0
2017,Winter,48256,Haibing Lu,MSIS,2647,100.0,5,5,Capstone Design Project II,4,1.1,4.4,5.0,0.9,0,0,0,20,40,20,20
2017,Winter,47165,Gail Kirby,MKTG,165,71.4,21,15,Multi-Channel Retail Marketing,4.4,1,2.9,3.0,0.6,20,40,33.3,6.7,0,0,0
2017,Winter,47173,Sami Najafi-asadolahi,OMIS,40,83.3,30,25,Statistics & Data Analysis I,4.3,1,3.7,4.0,0.8,8,52,28,12,0,0,0
2017,Winter,48526,Yasin Ceran,MSIS,2646,100.0,5,5,Capstone Design Project I,5,0,4.0,4.0,1.0,0,0,40,20,40,0,0
2017,Winter,47615,Eric Yang,PHIL,139,42.9,7,3,Special Topics in Philosophy,5,0,4.0,4.0,0.0,0,0,66.7,33.3,0,0,0
2017,Winter,47167,Sumana Sur,OMIS,34,73.5,34,25,"Science,Info Tech, Busn & Soc",3.5,1.3,2.6,3.0,1.0,16,68,12,4,0,0,0
2017,Winter,46279,Carolyn Trist,ANTH,50,71.4,7,5,World Geography,4.1,1.1,3.8,4.0,1.3,20,60,20,0,0,0,0
2017,Winter,46251,Teri Quatman,CPSY,212,80.0,25,20,Psych of Relationships,4.6,0.6,4.7,5.0,0.5,0,10,25,45,15,5,0
2017,Winter,46537,Natalie Linnell,CSCI,10,85.7,28,24,Intro to Computer Science,4,1.1,3.7,4.0,1.0,58.3,29.2,8.3,4.2,0,0,0
2017,Winter,47629,Lisa Whitfield,PSYC,2H,80.0,5,4,General Psychology II-Hnrs,4.5,0.5,3.0,3.0,0.8,0,25,75,0,0,0,0
2017,Winter,48268,Michael Schermann,ACTG,155,100.0,8,8,Financial Information Systems,4.3,0.7,3.5,3.5,0.5,12.5,12.5,37.5,37.5,0,0,0
2017,Winter,46245,Melissa George,EDUC,281,66.7,6,4,Sec Teach & Accountability II,3.9,1.1,2.7,3.0,0.6,25,75,0,0,0,0,0
2017,Winter,48283,Katherine Saxton,PHSC,190,68.8,16,11,Public Health Capstone,4.5,0.6,3.1,3.0,1.1,0,9.1,54.5,18.2,9.1,9.1,0
2017,Winter,46292,Francisco Jimenez,ARTS,63,78.6,14,11,Basic Ceramic Sculpture,4.8,0.5,2.5,3.0,1.3,0,18.2,54.5,18.2,9.1,0,0
2017,Winter,47832,Aleksandar Zecevic,ELEN,219,33.3,3,1,Fund Comp Aid Cir Simulation,5,0,4.0,4.0,0.0,0,0,0,0,100,0,0
2017,Winter,469711,David Sword,THTR,39,85.7,7,6,Production Workshop,4.5,0.9,4.5,5.0,0.8,33.3,0,16.7,16.7,0,16.7,16.7
2017,Winter,47417,Nikola Djordjevic,MECH,145,86.5,37,32,Introduction to Aerospace Engr,3.9,0.8,3.2,3.0,0.6,6.3,50,21.9,18.8,3.1,0,0
2017,Winter,46709,Norman Paris,MATH,13,64.5,31,20,Calculus & Analytic Geom III,4.5,0.7,4.1,4.0,0.8,0,15,10,55,20,0,0
2017,Winter,46735,Samuel Griffith,MUSC,145,66.7,3,2,Jazz Band,4.7,0.5,4.5,4.5,0.7,0,100,0,0,0,0,0
2017,Winter,46053,Theodore Grudin,ENVS,12A,90.0,20,18,Cultures and Ideas II,4.8,0.6,3.0,3.0,1.2,27.8,27.8,38.9,5.6,0,0,0
2017,Winter,46047,Andrea Pappas,ARTH,12A,88.0,25,22,Cultures and Ideas II,4.5,0.6,4.5,4.5,0.6,4.5,40.9,45.5,9.1,0,0,0
2017,Winter,46721,Scot Hanna-weir,MUSC,43,83.3,12,10,Chamber Singers,4.7,0.6,3.2,3,1.3,60,20,10,10,0,0,0
2017,Winter,46912,Marilyn Fernandez,SOCI,120,100.0,5,5,Survey Research & Stats Analys,4.9,0.3,3.4,4.0,0.9,0,20,60,20,0,0,0
2017,Winter,46906,Daniel Elkan,SOCI,1,84.6,26,22,Principles of Sociology,4,1,4.0,4.0,1.0,18.2,59.1,18.2,4.5,0,0,0
2017,Winter,46090,Margarita Levantovskaya,ENGL,2A,88.9,18,16,Critical Thinking & Writing II,4,1,3.3,3.0,0.6,6.3,25,37.5,18.8,12.5,0,0
2017,Winter,46084,Claudia Mcisaac,ENGL,2A,93.3,15,14,Critical Thinking & Writing II,4,0.9,2.8,3.0,1.2,0,28.6,35.7,14.3,21.4,0,0
2017,Winter,47563,Danielle Morgan,ETHN,36,87.5,8,7,African American Literature,4.5,0.7,3.1,3.0,0.4,0,28.6,57.1,14.3,0,0,0
2017,Winter,47205,Biao Lu,BIOE,22,83.3,12,10,Introduction to Cell and Molec,4.7,0.5,3.1,3.0,0.9,10,60,0,20,10,0,0
2017,Winter,47239,Sukhmander Singh,CENG,20,61.1,18,11,Geology,4.4,0.8,4.5,5.0,0.7,30,60,10,0,0,0,0
2017,Winter,46127,Melinda Douglass,CPSY,219,66.7,18,12,Psy of Group Counseling,3.6,1.5,3.8,4.0,1.0,0,16.7,41.7,16.7,25,0,0
2017,Winter,46133,Tanya Gulevich,CPSY,221,100.0,7,7,Lab Group,4.5,0.9,4.3,5.0,1.0,71.4,28.6,0,0,0,0,0
2017,Winter,46655,Maria Bertola,ITAL,2,84.6,13,11,Elementary Italian II,4.4,1.2,4.4,5.0,1.3,9.1,27.3,45.5,18.2,0,0,0
2017,Winter,46866,Eleanor Willemsen,PSYC,155,78.4,37,29,Psychology and Law,4.4,0.8,3.4,3.0,1.0,0,34.5,44.8,13.8,6.9,0,0
2017,Winter,46682,Linda Burks,MATH,12,87.5,32,28,Calculus & Analytic Geom II,3.9,1.3,4.2,4.0,0.7,0,3.6,17.9,32.1,32.1,10.7,3.6
2017,Winter,47588,Irene Bubula-phillips,ITAL,2A,81.8,11,9,Italian for Spanish Speakers 2,4.5,1,3.3,4.0,0.9,0,33.3,55.6,0,11.1,0,0
2017,Winter,46696,Robert Bekes,MATH,123,75.0,36,27,Probability & Statistics II,4.2,0.8,3.8,4.0,0.7,0,14.8,48.1,18.5,14.8,3.7,0
2017,Winter,46319,Amir Attia,ARTS,175,58.3,12,7,Graphic Design,4.4,0.8,3.7,4.0,1.3,0,14.3,57.1,14.3,14.3,0,0
2017,Winter,47007,Wendy Donohoe,ACTG,12,88.9,27,24,Intro to Managerial Accounting,4.2,0.9,3.9,4.0,0.6,4.2,37.5,37.5,20.8,0,0,0
2017,Winter,47761,Wesley Kading,MGMT,3516,80.0,40,32,Organizational Politics,3.5,1.4,2.8,3.0,1.0,3.1,37.5,28.1,9.4,15.6,3.1,3.1
2017,Winter,47775,Shailesh Agarwal,OMIS,3366,85.7,7,6,Database Management Systems,4.4,1,4.2,4.0,0.8,0,0,16.7,50,33.3,0,0
2017,Winter,47013,Siqi Li,ACTG,12,82.4,34,28,Intro to Managerial Accounting,4.7,0.6,4.6,5.0,0.7,14.3,53.6,25,7.1,0,0,0
2017,Winter,46325,Justen Whittall,BIOL,22,75.6,41,31,Intro to Evolution & Ecology,4.3,0.8,3.5,4.0,0.6,0,22.6,48.4,19.4,9.7,0,0
2017,Winter,47991,William Mains,MGMT,197B,81.3,16,13,Conscientious Capitalism,4.7,1.1,3.6,3.5,0.9,0,15.4,61.5,15.4,7.7,0,0
2017,Winter,46457,Korin Wheeler,CHEM,143,66.7,15,10,Biochemical Techniques,4.6,0.7,4.0,4.0,0.9,0,20,60,10,10,0,0
2017,Winter,47946,Angela Musurlian,COEN,250,91.7,24,22,Information Security Mgmt,4.1,1.1,2.9,3.0,1.0,13.6,18.2,22.7,18.2,27.3,0,0
2017,Winter,46480,Lisa Davis,COMM,40,76.2,21,16,Introduction to Journalism,4.2,1,4.2,4.5,1.0,0,43.8,25,12.5,12.5,6.3,0
2017,Winter,47952,Ha Yang Kim,COEN,279,83.9,31,26,Design & Analysis: Algorithms,4.1,1,3.7,3.5,0.9,0,7.7,19.2,34.6,30.8,7.7,0
2017,Winter,46494,Craig Gower,COMM,131B,87.5,8,7,Short Fiction Production,4.3,1.1,4.4,5.0,1.1,28.6,0,42.9,28.6,0,0,0
2017,Winter,46495,Craig Gower,COMM,131B,62.5,8,5,Short Fiction Production,5,0,5.0,5.0,0.0,20,60,20,0,0,0,0
2017,Winter,47953,Mohammad Ayoubi,MECH,423,66.7,6,4,Nonlinear Systems & Control I,4.6,0.8,4.8,5.0,0.5,0,0,50,50,0,0,0
2017,Winter,46481,Katharine Heintz,COMM,110,95.5,22,21,Quantitative Research Methods,4,1.2,4.7,5.0,0.7,0,9.5,28.6,33.3,19,9.5,0
2017,Winter,47947,Nigel Lin,COEN,268,85.7,21,18,Mobile App Development,3.3,1.3,3.2,3.5,1.5,0,5.6,5.6,16.7,22.2,27.8,22.2
2017,Winter,46456,Paul Abbyad,CHEM,15,86.1,36,31,Introduction to Research,4.4,0.9,1.8,1.0,1.1,87.1,12.9,0,0,0,0,0
2017,Winter,47990,William Gallagher,ENGR,330,76.7,30,23,"Law, Tech & Intellectual Prop",4.5,0.9,3.2,3.0,0.9,8.7,34.8,26.1,26.1,4.3,0,0
2017,Winter,47748,Stephen Beard,IDIS,3700,70.6,17,12,Effective Business Communictns,4.6,1.2,3.3,3.5,1.0,0,50,16.7,16.7,8.3,0,8.3
2017,Winter,47984,Christopher Kitts,ENGR,372,60.0,5,3,Space Sys Des & Engr II,5,0,3.0,3.0,1.0,0,0,100,0,0,0,0
2017,Winter,47774,Gangshu Cai,OMIS,3357,72.7,22,16,Operations Management,4.9,0.4,4.3,4.0,0.9,0,0,37.5,6.3,25,18.8,12.5
2017,Winter,47012,Daniel Bowen,ACTG,11,84.6,26,22,Intro to Financial Accounting,4,1.1,3.8,4.0,0.9,9.1,45.5,36.4,0,9.1,0,0
2017,Winter,47006,Yongtae Kim,ACTG,12,93.9,33,31,Intro to Managerial Accounting,4.1,1.1,3.4,3.0,1.0,10,50,23.3,6.7,6.7,3.3,0
2017,Winter,46318,Amir Attia,ARTS,75,100.0,3,3,Basic Graphic Design,4.6,0.5,4.7,5.0,0.6,0,100,0,0,0,0,0
2017,Winter,47760,Phyllis Brock,MGMT,3512,79.2,24,19,Practice & Morality of Ldrship,4.8,0.6,2.9,3.0,0.9,0,68.4,21.1,5.3,5.3,0,0
2017,Winter,46697,Leonard Klosinski,MATH,22,80.8,26,21,Differential Equations,4.6,0.7,3.4,3.0,1.1,9.5,42.9,23.8,19,4.8,0,0
2017,Winter,47589,Irene Bubula-phillips,ITAL,101,91.7,12,11,Advanced Italian II,4.7,0.5,3.5,4.0,0.7,0,18.2,27.3,36.4,18.2,0,0
2017,Winter,46683,Katelyn Byington,MATH,12,85.7,28,24,Calculus & Analytic Geom II,3.5,1.2,4.1,4.0,0.9,0,8.3,37.5,33.3,16.7,0,4.2
2017,Winter,46654,Evelyn Ferraro,ITAL,2,73.3,15,11,Elementary Italian II,4.4,0.9,4.4,5.0,1.0,0,27.3,54.5,18.2,0,0,0
2017,Winter,46898,Sung-ae Ha,SCTR,19,91.3,23,21,Religions of the Book,2.6,1.1,2.5,2,0.8,30,35,30,5,0,0,0
2017,Winter,47238,Edwin Maurer,CENG,160,86.7,15,13,GIS in Water Resources,4.1,0.7,3.7,4.0,0.8,15.4,30.8,23.1,23.1,7.7,0,0
2017,Winter,47210,Prashanth Asuri,BIOE,111,80.0,20,16,BIOE Innovation and Design,4.3,1.1,2.8,2.5,1.1,12.5,81.3,6.3,0,0,0,0
2017,Winter,47576,Michael Taylor,HIST,111,57.1,7,4,Roman Empire,4.2,0.5,4.0,4.0,0.0,25,50,0,25,0,0,0
2017,Winter,46668,Erica Boas,LBST,106,70.0,30,21,Urban Educ & Multiculturalism,4.4,1.1,3.4,3.0,1.0,0,28.6,42.9,28.6,0,0,0
2017,Winter,47562,Jesica Fernandez,ETHN,20,85.7,28,24,Intro to Chicana&Latina/o Stud,4.7,0.9,2.8,3.0,0.8,4.2,50,29.2,12.5,4.2,0,0
2017,Winter,47204,Maryam Mobed-miremadi,BIOE,157,87.5,8,7,Introduction to Biofuel Engr,3.9,1,3.0,3.0,0.6,0,71.4,28.6,0,0,0,0
2017,Winter,46085,Melissa Donegan,ENGL,2A,66.7,18,12,Critical Thinking & Writing II,3.6,0.8,3.3,3.0,0.8,0,18.2,63.6,9.1,9.1,0,0
2017,Winter,46091,Robert Michalski,ENGL,2A,80.0,15,12,Critical Thinking & Writing II,4.6,0.6,3.4,3.0,0.5,0,8.3,58.3,33.3,0,0,0
2017,Winter,46907,Tracy Dehaan,SOCI,33,86.8,38,33,Social Problems in the U.S.,4.6,0.8,3.3,3.0,0.7,15.2,45.5,24.2,9.1,6.1,0,0
2017,Winter,46913,Laura Nichols,SOCI,122,84.6,13,11,Applied Capstone,4.3,0.8,4.2,4.0,0.8,0,20,70,10,0,0,0
2017,Winter,46046,Tobias Wofford,ARTH,12A,83.3,24,20,Cultures and Ideas II,4.3,1,4.4,5.0,1.0,10,70,20,0,0,0,0
2017,Winter,46720,Scot Hanna-weir,MUSC,42,75.0,36,27,Concert Choir,4.7,0.6,1.7,1,0.9,85.2,14.8,0,0,0,0,0
2017,Winter,46734,William Stevens,MUSC,3A,87.5,16,14,Musicianship III,5,0,5.0,5.0,0.0,0,53.8,23.1,15.4,7.7,0,0
2017,Winter,46052,Cory Wade,ENGL,12A,85.7,21,18,Cultures and Ideas II,4.3,1.1,4.4,5.0,1.0,5.6,66.7,27.8,0,0,0,0
2017,Winter,46708,Leonard Klosinski,MATH,11,96.4,28,27,Calculus & Analytic Geometry I,4.2,0.7,3.9,4.0,0.9,7.4,44.4,33.3,11.1,3.7,0,0
2017,Winter,469710,Patricia Ness,THTR,39,71.4,7,5,Production Workshop,4.8,0.4,4.6,5.0,0.9,40,0,0,0,20,0,40
2017,Winter,47199,Aaron Melman,AMTH,108,80.0,25,20,Probability & Statistics,4,1.1,4.0,4.0,0.9,0,30,50,10,10,0,0
2017,Winter,46293,Ryan Carrington,ARTS,64,62.5,8,5,Basic Sculpture,4.7,0.5,4.6,5.0,0.5,20,60,0,20,0,0,0
2017,Winter,47833,Robert Schaffer,ELEN,234,100.0,15,15,Digital Signal Processing II,4.8,0.6,3.8,4.0,0.7,0,0,40,46.7,6.7,6.7,0
2017,Winter,48296,John Heineke,MKTG,3588,100.0,1,1,Anlytcs Optml Prcg & Prod Dec,4.4,0,4.0,4.0,0.0,0,0,0,100,0,0,0
2017,Winter,48282,Aaron Melman,AMTH,108,75.9,29,22,Probability & Statistics,4.1,0.9,4.1,4.0,0.8,4.5,27.3,40.9,13.6,13.6,0,0
2017,Winter,46522,Charlotta Kratz,COMM,121A,76.9,26,20,Diversity and the Media,4.3,0.9,2.9,3.0,0.7,30,50,15,5,0,0,0
2017,Winter,46244,Pedro Hernandez-ramos,EDUC,281,50.0,10,5,Sec Teach & Accountability II,4.3,1.1,2.8,3.0,0.8,40,0,60,0,0,0,0
2017,Winter,46250,Daniela Dominguez,CPSY,211,78.3,23,18,Human Sexuality,4.9,0.2,4.9,5.0,0.2,0,55.6,27.8,16.7,0,0,0
2017,Winter,46536,Sukanya Manna,CSCI,10,78.9,19,15,Intro to Computer Science,3.7,1.1,3.5,4.0,1.0,0,26.7,33.3,33.3,6.7,0,0
2017,Winter,47600,Michelle Rivard,MUSC,34,86.7,15,13,Beginning Voice Class,4.6,0.8,2.5,2.0,1.2,46.2,38.5,15.4,0,0,0,0
2017,Winter,46278,Lee Panich,ANTH,2,75.0,28,21,Intro to Archaeology,4.2,0.8,4.3,4.0,0.8,33.3,38.1,19,4.8,4.8,0,0
2017,Winter,47166,Lane Nonnenberg,MKTG,185,92.0,25,23,Sales Management,4.8,0.5,2.7,3.0,0.6,21.7,52.2,13,13,0,0,0
2017,Winter,47172,Sami Najafi-asadolahi,OMIS,40,93.1,29,27,Statistics & Data Analysis I,4.6,0.7,3.5,4.0,1.0,18.5,37,25.9,14.8,3.7,0,0
2017,Winter,46532,Nicholas Tran,CSCI,163,80.0,10,8,Theory of Algorithms,3.8,1.1,3.8,4.0,1.0,0,25,37.5,25,0,12.5,0
2017,Winter,48279,Laura Nichols,ELSJ,110,83.3,6,5,Participatory Comm Research,5,0,2.0,2.0,0.7,40,20,40,0,0,0,0
2017,Winter,46254,Dale Larson,CPSY,227,78.9,19,15,Counseling Process & Skills,4.5,0.6,4.1,4.0,0.7,0,20,40,26.7,13.3,0,0
2017,Winter,47638,Jean Molesky-poz,RSOC,33,77.4,31,24,Maya Spirituality,4.1,1,3.6,3.5,0.8,0,25,37.5,29.2,4.2,4.2,0
2017,Winter,48523,Yasin Ceran,MSIS,2645,100.0,5,5,Capstone Design Proposal,5,0,4.0,4.0,1.0,0,0,40,0,60,0,0
2017,Winter,47610,Lawrence Nelson,PHIL,4B,87.5,24,21,Ethics and Gender in Film,4.3,1.2,4.0,4.0,0.9,0,23.8,28.6,33.3,4.8,9.5,0
2017,Winter,47176,Foad Hassanmirzaei,OMIS,41,94.3,35,33,Statistics & Data Analysis II,4.3,0.8,3.5,4.0,0.8,15.2,36.4,39.4,6.1,3,0,0
2017,Winter,46268,Jerrold Shapiro,CPSY,389,83.3,12,10,Adv Group Cnslg,4.8,0.4,4.6,5.0,0.7,10,70,20,0,0,0,0
2017,Winter,48251,Patricia Cameron-loyd,ECON,171,75.0,16,12,Math Econ:Dynamic Optimization,3.8,0.9,3.6,3.5,0.9,0,75,16.7,0,8.3,0,0
2017,Winter,47604,Bruno Ruviaro,MUSC,157,70.0,10,7,Laptop Orchestra,4.8,0.3,5.0,5.0,0.0,0,42.9,28.6,14.3,14.3,0,0
2017,Winter,47837,Georgios Ginis,ELEN,241,66.7,15,10,Intro to Communication,4.5,1,4.4,4.5,0.7,0,10,20,40,20,10,0
2017,Winter,46297,Ryan Carrington,ARTS,164,66.7,6,4,Sculpture,4.8,0.4,4.8,5.0,0.5,0,50,50,0,0,0,0
2017,Winter,47189,Karla Callahan,OMIS,34,84.8,33,28,"Science,Info Tech, Busn & Soc",4.1,1.1,3.1,3.0,0.6,0,50,42.9,7.1,0,0,0
2017,Winter,46283,Matthew Jobin,ANTH,5,81.1,37,30,Pop Culture & Bioanthropology,4.5,0.7,2.7,3.0,0.6,30,36.7,23.3,10,0,0,0
2017,Winter,47823,Bruce Lescher,SPIR,234,81.3,16,13,Transition and Transformation,4.9,0.4,4.1,4.0,0.9,0,7.7,23.1,23.1,30.8,0,15.4
2017,Winter,46056,Gregory Wigmore,HIST,12A,72.2,18,13,Cultures and Ideas II,4.6,0.6,2.8,3.0,0.8,0,38.5,30.8,15.4,15.4,0,0
2017,Winter,46724,Anthony Rivera,MUSC,54,100.0,15,15,Wind Symphony,4.5,0.6,4.7,5.0,0.5,40,53.3,6.7,0,0,0,0
2017,Winter,46042,Ana Araujo,ANTH,12A,76.9,26,20,Cultures and Ideas II,3.8,1,4.3,4.0,0.9,5,25,40,15,15,0,0
2017,Winter,47360,Shoba Krishnan,ELEN,21,77.3,22,17,Introduction to Logic Design,4.8,0.4,3.6,3.5,0.7,5.9,41.2,35.3,11.8,0,5.9,0
2017,Winter,46095,Loring Pfeiffer,ENGL,2A,73.7,19,14,Critical Thinking & Writing II,3.7,1,3.3,3.0,1.1,0,42.9,50,7.1,0,0,0
2017,Winter,46081,Jean-pierre Lacrampe,ENGL,2A,66.7,18,12,Critical Thinking & Writing II,4.2,1.2,2.7,3.0,0.9,8.3,33.3,50,8.3,0,0,0
2017,Winter,48084,Patrick Leveque,MUSC,61,100.0,8,8,Private Instruction - 45 mins,4.9,0.3,2.5,3.0,0.8,62.5,37.5,0,0,0,0,0
2017,Winter,46917,Cara Chiaraluce,SOCI,165,86.7,30,26,Human Services,4.6,0.9,4.6,5.0,0.9,0,50,34.6,11.5,3.8,0,0
2017,Winter,46122,Donald St. Louis,CPSY,216,70.6,17,12,Psyc of Human Developmnt,4.5,0.7,3.3,3.0,0.8,8.3,33.3,16.7,8.3,25,8.3,0
2017,Winter,47228,Steven Chiesa,CENG,193,60.0,5,3,Senior Design Project I,4.3,1.2,4.3,5.0,1.2,0,0,66.7,33.3,0,0,0
2017,Winter,47200,Unyoung Kim,BIOE,155,90.3,31,28,Biological Transport Phenomena,4.4,0.8,4.2,4.0,0.8,0,29.6,44.4,18.5,3.7,3.7,0
2017,Winter,46678,Ignacio Terrizzano,MATH,11,90.0,30,27,Calculus & Analytic Geometry I,4.3,0.9,3.6,4.0,0.9,18.5,25.9,37,11.1,3.7,3.7,0
2017,Winter,47566,Allia Griffin,ETHN,136,100.0,2,2,Amer Thtr from the Black Persp,4.9,0.1,3.0,3.0,1.4,0,0,100,0,0,0,0
2017,Winter,483220,Patricia Simone,PSYC,197,100.0,5,5,Psychology Labs,5,0.1,5.0,5.0,0.0,40,20,40,0,0,0,0
2017,Winter,47572,Harry Odamtten,HIST,91,86.7,15,13,Africa in World History,3.9,1,3.3,3.0,0.9,0,15.4,38.5,38.5,7.7,0,0
2017,Winter,47599,Byron Walden,MATH,177,84.8,33,28,Graph Theory,3.8,1.2,3.5,3.0,1.2,11.1,25.9,37,11.1,14.8,0,0
2017,Winter,46687,Norman Paris,MATH,14,80.6,31,25,Calculus & Analytic Geom IV,4.5,0.6,4.4,5.0,0.7,0,8,20,48,20,4,0
2017,Winter,46693,Kevin Mccandless,MATH,31,86.2,29,25,Calculus for Business II,3.4,1.3,4.2,4.0,0.9,0,52,24,8,8,8,0
2017,Winter,46863,Kathryn Bruchmann,PSYC,43,82.4,34,28,Research Methods in Psychology,4.6,0.7,3.6,4.0,0.6,0,21.4,53.6,17.9,3.6,3.6,0
2017,Winter,46877,Thomas Plante,PSYC,115EL,75.0,28,21,Abnormal Psychology - ELSJ,4,1.1,3.0,3.0,0.7,4.8,19,61.9,14.3,0,0,0
2017,Winter,47758,Xiaoying Ji,MGMT,3504,86.2,29,25,Innovation in Silicon Valley,3.6,1.3,2.9,3.0,0.8,4,20,44,16,8,4,4
2017,Winter,46320,Renee Billingslea,ARTS,57,100.0,7,7,Digital Photography,4.3,1.1,2.9,3.0,0.7,0,28.6,42.9,14.3,14.3,0,0
